"cow","year","X","life_exp","pop","enrollment_rate","income_share_highest_10","unemployment","urban_growth","gdp_pcap","v2x_polyarchy","tenure","tenure_lagged","leader_name","gwf_regimetype","gwf_duration","gwf_fail","current_dollars_usaid","constant_dollars_usaid","threat","imposition","multisender","targeted_narrow","institution","sanction_id","UCD_campaign","protest_mmd","cnts_destabilisation","cnts_campaign_narrow","cnts_campaign_all","gdp_pcap_l","threat_l1","multisender_l1","imposition_l1","imposition_l2","imposition_l3","imposition_l5","v2x_polyarchy_l","tenure_l","gwf_duration_l","cutoff_1991","autoc_cutoff","country","region","usaid_percapita","imposition_binary","sanction_id_binary","multisender_binary","targeted_narrow_binary","imposition_l1_binary","imposition_l2_binary","imposition_l3_binary","imposition_l4_binary","demographic_index","Mean_Frequency_UN","flow2","us_aid_sum","firststage_fitted"
2,1960,8330,0,0,0,0,0,0,20768,0.65,7,8,"Eisenhower","",0,0,0,0,0,0,0,0,0,0,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"United States","North America",0,0,0,0,0,0,0,0,0,-4.72716015070874,0,0,0,0.500000000000011
2,1961,8331,69.7707317073171,19.0121882557434,0,0,0,2.20057087771013,20870,0.666,0,1,"Kennedy","",0,0,0,0,0,0,0,0,0,0,1,0,5,1,1,9.94116910101372,0,0,0,0,0,0,0.65,7,0,0,0,"United States","North America",0,0,0,0,0,0,0,0,0,0.442265050253199,0,0,0,0.500000000000011
2,1962,8332,70.2707317073171,19.0287655561164,0,0,0,2.07649430194512,21754,0.672,1,2,"Kennedy","",0,0,0,0,0,0,0,0,0,0,1,0,7,0,1,9.94606847922782,0,0,0,0,0,0,0.666,0,0,0,0,"United States","North America",0,0,0,0,0,0,0,0,0,0.472540427662419,0,0,0,0.500000000000011
2,1963,8333,70.119512195122,19.0441455296981,0,27.3,0,1.97055936295003,22334,0.683,0,1,"Johnson","",0,0,0,0,0,0,0,0,0,0,5,0,1,1,1,9.98755338733926,0,0,0,0,0,0,0.672,1,0,0,0,"United States","North America",0,0,0,0,0,0,0,0,0,1.43182703326783,0,0,0,0.500000000000011
2,1964,8334,69.9170731707317,19.0585371773144,0,27.8,0,1.91343710832917,23264,0.685,1,2,"Johnson","",0,0,0,0,0,1,0,0,0,1,11,0,11,0,1,10.0138659077535,0,0,0,0,0,0,0.683,0,0,0,0,"United States","North America",0,1,1,0,0,0,0,0,0,1.44788100420841,0,0,0,0.500000000000011
2,1965,8335,70.1658536585366,19.0724276378655,0,27.2,0,1.76765328716456,24400,0.684,2,3,"Johnson","",0,0,0,0,0,0,0,0,0,0,11,0,17,1,1,10.0546628101818,0,0,1,0,0,0,0.685,1,0,0,0,"United States","North America",0,0,0,0,0,1,0,0,0,1.44888156337345,0,0,0,0.500000000000011
2,1966,8336,70.2146341463415,19.0849293543211,0,27.2,0,1.66555870446276,25657,0.705,3,4,"Johnson","",0,0,0,0,0,0,0,0,0,0,4,0,14,0,1,10.1023388211173,0,0,0,1,1,0,0.684,2,0,0,0,"United States","North America",0,0,0,0,0,0,1,0,0,1.45993940378715,0,0,0,0.500000000000011
2,1967,8337,70.2121951219512,19.0964782862281,0,26.8,0,1.59282042208749,25970,0.709,4,5,"Johnson","",0,0,0,0,1,1,1,1,0,1,18,0,1,0,1,10.1525721076078,0,0,0,0,0,0,0.705,3,0,0,0,"United States","North America",0,1,1,1,1,0,0,1,0,1.45279388112358,0,0,0,0.500000000000011
2,1968,8338,70.5609756097561,19.1073670983004,0,26.5,0,1.49576263761729,26891,0.71,5,6,"Johnson","",0,0,0,0,0,0,0,0,0,0,15,0,1,1,1,10.1646976897164,1,1,1,0,0,0,0.709,4,0,0,0,"United States","North America",0,0,0,0,0,1,0,0,1,1.46408763794279,0,0,0,0.500000000000011
2,1969,8339,69.9512195121951,19.1173517087358,0,26.3,0,1.46799272604928,27417,0.695,0,1,"Nixon","",0,0,0,0,0,0,0,0,0,0,20,0,1,0,1,10.1995473089889,0,0,0,1,1,1,0.71,5,0,0,0,"United States","North America",0,0,0,0,0,0,1,0,0,1.4375078326966,0,0,0,0.500000000000011
2,1970,8340,70.5073170731708,19.127124136854,0,26.6,0,1.531151622153,27104,0.721,1,2,"Nixon","",0,0,0,0,2,0,2,0,1,2,16,0,1,1,1,10.2189189026775,0,0,0,0,0,0,0.695,0,0,0,0,"United States","North America",0,0,1,1,0,0,0,1,0,1.46578104382857,0,0,0,0.500000000000011
2,1971,8341,70.8073170731707,19.1387741635222,0,27,0,1.27927789350898,27551,0.729,2,3,"Nixon","",0,0,0,0,1,0,1,0,1,1,8,0,2,0,1,10.2074369664009,2,2,0,0,0,0,0.721,1,0,0,0,"United States","North America",0,0,1,1,0,0,0,0,1,1.51111780499361,0,0,0,0.500000000000011
2,1972,8342,71.1073170731707,19.15141750044,0,26.5,0,1.08410628926962,28655,0.741,3,4,"Nixon","",0,0,0,0,1,1,1,0,1,1,5,0,2,0,0,10.2237944745261,1,1,0,0,0,1,0.729,2,0,0,0,"United States","North America",0,1,1,1,0,0,0,0,0,1.52097477603948,0,0,0,0.500000000000011
2,1973,8343,71.1560975609756,19.1621227279633,0,26.2,0,0.968058589105531,29944,0.761,4,5,"Nixon","",0,0,0,0,1,0,1,0,1,1,2,0,3,0,1,10.263083575965,1,1,1,0,0,0,0.741,3,0,0,0,"United States","North America",0,0,1,1,0,1,0,0,0,1.52229969677888,0,0,0,0.500000000000011
2,1974,8344,71.3560975609756,19.1716674952483,0,25.7,0,0.927239982306409,29539,0.766,0,1,"Ford","",0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,10.3070845835409,1,1,0,1,1,0,0.761,4,0,0,0,"United States","North America",0,0,0,0,0,0,1,0,0,1.51668795967328,0,0,0,0.500000000000011
2,1975,8345,71.9560975609756,19.1808040972086,0,25.8,0,0.999564503181063,29119,0.784,1,2,"Ford","",0,0,0,0,0,0,0,0,0,0,0,0,10,1,1,10.2934670416443,0,0,0,0,0,0,0.766,0,0,0,0,"United States","North America",0,0,0,0,0,0,0,1,0,1.53886342035607,0,0,0,0.500000000000011
2,1976,8346,72.6048780487805,19.1906639578816,0,25.7,0,0.963796080842526,30304,0.795,2,3,"Ford","",0,0,0,0,0,0,0,0,0,0,7,0,1,0,1,10.27914650448,0,0,0,0,0,0,0.784,1,0,0,0,"United States","North America",0,0,0,0,0,0,0,0,1,1.56386713313991,0,0,0,0.500000000000011
2,1977,8347,72.8560975609756,19.2001661583711,0,26,0,1.01934615261149,31308,0.83,0,1,"Carter","",0,0,0,0,1,0,0,0,1,1,4,0,5,0,1,10.3190353259752,0,0,0,0,0,1,0.795,2,0,0,0,"United States","North America",0,0,1,0,0,0,0,0,0,1.58114526305798,0,0,0,0.500000000000011
2,1978,8348,73.2560975609756,19.2102238783325,0,25.2,0,1.07178895113162,32689,0.835,1,2,"Carter","",0,0,0,0,1,0,0,0,0,1,1,0,12,0,1,10.3516292543319,1,0,0,0,0,0,0.83,0,0,0,0,"United States","North America",0,0,1,0,0,0,0,0,0,1.56586274793385,0,0,0,0.500000000000011
2,1979,8349,73.3560975609756,19.2208196091354,0,25.3,0,1.1171475381994,33373,0.836,2,3,"Carter","",0,0,0,0,4,1,1,0,1,4,8,0,7,0,0,10.394794214769,1,0,0,0,0,0,0.835,1,0,0,0,"United States","North America",0,1,1,1,0,0,0,0,0,1.57133223417222,0,0,0,0.500000000000011
2,1980,8350,73.8048780487805,19.2318553747859,0,25.2,0,1.02199247812023,32940,0.849,3,4,"Carter","",0,0,0,0,1,1,1,0,1,2,6,0,0,0,0,10.4155027684567,4,1,1,0,0,0,0.836,2,0,0,0,"United States","North America",0,1,1,1,0,1,0,0,0,1.59328089122422,0,0,0,0.500000000000011
2,1981,8351,73.609756097561,19.2414512740131,0,25.7,0,1.18733797133269,33379,0.861,0,1,"Reagan","",0,0,0,0,2,2,2,0,1,4,3,0,4,0,1,10.4024433073139,1,1,1,1,1,0,0.849,3,0,0,0,"United States","North America",0,1,1,1,0,1,1,0,0,1.59271145193536,0,0,0,0.500000000000011
2,1982,8352,74.009756097561,19.2512654283853,0,26.3,0,1.15881776860062,32384,0.861,1,2,"Reagan","",0,0,0,0,4,1,1,0,1,4,3,0,1,0,0,10.4156825382979,2,2,2,1,1,0,0.861,0,0,0,0,"United States","North America",0,1,1,1,0,1,1,1,0,1.63227637637222,0,0,0,0.500000000000011
2,1983,8353,74.3609756097561,19.2607986040465,0,26.6,0,1.11945662708531,33378,0.861,2,3,"Reagan","",0,0,0,0,3,1,2,0,1,3,5,0,5,0,0,10.3854200614416,4,1,1,2,2,0,0.861,1,0,0,0,"United States","North America",0,1,1,1,0,1,1,1,1,1.66025449804038,0,0,0,0.500000000000011
2,1984,8354,74.4634146341463,19.2699423891799,0,26.6,0,1.06778620152612,35441,0.862,3,4,"Reagan","",0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,10.4156525789018,3,2,1,1,1,1,0.861,2,0,0,0,"United States","North America",0,0,0,0,0,1,1,1,1,1.66918594663108,0,0,0,0.500000000000011
2,1985,8355,74.5634146341464,19.2786005625426,0,27,0,1.08769078654837,36425,0.864,4,5,"Reagan","",0,0,0,0,4,2,4,0,1,4,4,0,0,0,0,10.4756249031843,0,0,0,1,1,1,0.862,3,0,0,0,"United States","North America",0,1,1,1,0,0,1,1,1,1.68673206250834,0,0,0,0.500000000000011
2,1986,8356,74.5634146341464,19.2874618529507,0,26.8,0,1.12532022077028,37273,0.864,5,6,"Reagan","",0,0,0,0,2,1,0,0,1,2,4,0,0,0,0,10.5030109056001,4,4,2,0,0,2,0.864,4,0,0,0,"United States","North America",0,1,1,0,0,1,0,1,1,1.67824786952745,0,0,0,0.500000000000011
2,1987,8357,74.6146341463415,19.2967034945209,0,26.5,0,1.09324426439828,38176,0.866,6,7,"Reagan","",0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,10.5260247512192,2,0,1,2,2,1,0.864,5,0,0,0,"United States","North America",0,0,1,0,0,1,1,0,1,1.673335136768,0,0,0,0.500000000000011
2,1988,8358,74.7658536585366,19.3056417865309,0,27.1,0,1.10701747375615,39354,0.865,7,8,"Reagan","",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10.5499625868423,2,0,0,1,1,1,0.866,6,0,0,0,"United States","North America",0,0,0,0,0,0,1,1,0,1.70029894312722,0,0,0,0.500000000000011
2,1989,8359,74.7658536585366,19.3147217769322,0,27.7,0,1.14036493918274,40265,0.861,0,1,"Bush","",0,0,0,0,1,0,0,0,1,1,3,0,0,0,0,10.5803531546255,0,0,0,0,0,0,0.865,7,0,0,0,"United States","North America",0,0,1,0,0,0,0,1,1,1.72014599952305,0,0,0,0.500000000000011
2,1990,8360,75.0170731707317,19.3241658324861,0,27.6,0,1.41025628541903,40443,0.866,1,2,"Bush","",0,0,0,0,1,0,0,0,1,1,3,0,3,0,0,10.6032381325843,1,0,0,0,0,2,0.861,0,0,0,0,"United States","North America",0,0,1,0,0,0,0,0,1,1.70779458498331,0,0,0,0.500000000000011
2,1991,8361,75.2146341463415,19.3354623376902,0,27.5,6.8,1.86738439894312,39863,0.866,2,3,"Bush","",0,0,0,0,3,3,0,0,1,5,5,0,4,0,0,10.6076491016207,1,0,0,0,0,1,0.866,1,0,1,0,"United States","North America",0,1,1,0,0,0,0,0,0,2.13259487569707,0,0,0,0.500000000000011
2,1992,8362,75.3658536585366,19.348824945097,0,27.7,7.5,1.90863299657144,40698,0.871,3,4,"Bush","",0,0,0,0,3,1,0,0,1,3,6,0,3,0,1,10.5932041052158,3,0,3,0,0,0,0.866,2,0,1,0,"United States","North America",0,1,1,0,0,1,0,0,0,2.1907764332855,0,0,0,0.500000000000011
2,1993,8363,75.6170731707317,19.3626938020213,0,29.7,6.9,1.83118227604993,41271,0.872,0,1,"Clinton","",0,0,0,0,9,11,0,0,1,13,3,0,0,0,0,10.6139344758864,3,0,1,3,3,0,0.871,3,0,1,0,"United States","North America",0,1,1,0,0,1,1,0,0,2.23791281911767,0,0,0,0.500000000000011
2,1994,8364,75.419512195122,19.3758806020185,0,29.6,6.12,1.7309822295661,42410,0.872,1,2,"Clinton","",0,0,0,0,3,5,0,0,1,7,3,0,0,0,0,10.62791559543,9,0,11,1,1,0,0.872,0,0,1,0,"United States","North America",0,1,1,0,0,1,1,1,0,2.18421784037291,0,0,0,0.500000000000011
2,1995,8365,75.619512195122,19.3881435629068,0,29.7,5.65,1.68646666337335,43033,0.872,2,3,"Clinton","",0,0,0,0,4,3,0,0,0,5,4,0,0,0,0,10.6551396982621,3,0,5,11,11,0,0.872,1,0,1,0,"United States","North America",0,1,1,0,0,1,1,1,1,2.16897174382107,0,0,0,0.500000000000011
2,1996,8366,75.6219512195122,19.4000514338153,0,30,5.45,1.65278297800739,44140,0.872,3,4,"Clinton","",0,0,0,0,3,2,0,0,1,5,1,0,3,0,1,10.669722774583,4,0,3,5,5,3,0.872,2,0,1,0,"United States","North America",0,1,1,0,0,1,1,1,1,2.17039266069593,0,0,0,0.500000000000011
2,1997,8367,76.0268292682927,19.4116855500147,0,30.4,5,1.68197526681483,45551,0.872,4,5,"Clinton","",0,0,0,0,1,3,0,0,0,3,10,0,0,0,0,10.6951219063626,3,0,2,3,3,1,0.872,3,0,1,0,"United States","North America",0,1,1,0,0,1,1,1,1,2.16924582402064,0,0,0,0.500000000000011
2,1998,8368,76.4292682926829,19.4237251529844,0,29.7,4.51,1.63762765741403,47041,0.872,5,6,"Clinton","",0,0,0,0,2,3,0,0,1,3,1,0,2,0,0,10.7265880758781,1,0,3,2,2,11,0.872,4,0,1,0,"United States","North America",0,1,1,0,0,1,1,1,1,2.13228033340658,0,0,0,0.500000000000011
2,1999,8369,76.5804878048781,19.4353822982482,0,29.9,4.22,1.61295677155673,48715,0.871,6,7,"Clinton","",0,0,0,0,0,1,0,0,0,1,4,0,1,0,0,10.7587750534304,2,0,3,3,3,5,0.872,5,0,1,0,"United States","North America",0,1,1,0,0,1,1,1,1,2.12913786114204,0,0,0,0.500000000000011
2,2000,8370,76.5829268292683,19.4468656987207,0,30.3,3.99,1.51201139138713,50164,0.868,7,8,"Clinton","",0,0,0,0,3,2,0,0,1,3,4,0,0,0,0,10.793742475135,0,0,1,3,3,3,0.871,6,0,1,0,"United States","North America",0,1,1,0,0,1,1,1,1,2.13690443011189,0,0,0,0.500000000000011
2,2001,8371,76.6365853658537,19.4579933886883,0,30.6,4.73,1.21338042170418,50166,0.824,0,1,"G.W. Bush","",0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,10.8230531162901,3,0,2,1,1,2,0.868,7,0,1,0,"United States","North America",0,0,0,0,0,1,1,1,1,2.22202617356787,0,0,0,0.500000000000011
2,2002,8372,76.8365853658537,19.4678908025102,0,30.1,5.78,1.14841884658312,50568,0.827,1,2,"G.W. Bush","",0,0,0,0,1,3,1,0,0,3,5,0,2,0,0,10.8230929847163,0,0,0,2,2,3,0.824,0,0,1,0,"United States","North America",0,1,1,1,0,0,1,1,1,2.28810620802593,0,0,0,0.500000000000011
2,2003,8373,76.9365853658537,19.4771687773669,0,30.2,5.99,1.07836038438036,51570,0.862,2,3,"G.W. Bush","",0,0,0,0,3,3,0,0,1,5,4,0,1,0,0,10.8310744419056,1,1,3,0,0,3,0.827,1,0,1,0,"United States","North America",0,1,1,0,0,1,0,1,1,2.31578004779745,0,0,0,0.500000000000011
2,2004,8374,77.0365853658537,19.4857635944951,0,30.1,5.53,1.14388530085121,53036,0.862,3,4,"G.W. Bush","",0,0,0,0,3,1,1,0,1,3,3,0,5,0,0,10.8506955809562,3,0,3,3,3,1,0.862,2,0,1,0,"United States","North America",0,1,1,1,0,1,1,0,1,2.28188377035461,0,0,0,0.500000000000011
2,2005,8375,77.4878048780488,19.4950184341842,99.43481,30.8,5.08,1.13588459113456,54395,0.857,4,5,"G.W. Bush","",0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,10.8787263957858,3,1,1,3,3,2,0.862,3,0,1,0,"United States","North America",0,0,0,0,0,1,1,1,0,3.28752122345162,0,0,0,0.500000000000011
20,1960,1334,0,0,0,0,0,0,16047,0.779,3,4,"Diefenbaker","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Canada","North America",0,0,0,0,0,0,0,0,0,-4.72716015070874,0.898058252427185,4147.1001,0,0.0675696787147316
20,1961,1335,71.1331707317073,16.7008338163832,0,0,0,2.87427814907562,16195,0.801,4,5,"Diefenbaker","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.68327781836861,0,0,0,0,0,0,0.779,3,0,0,0,"Canada","North America",0,0,0,0,0,0,0,0,0,0.116893522480443,0.931506849315068,4263.2998,68130975,0.0657120244606032
20,1962,1336,71.3460975609756,16.7208256619411,0,0,0,3.0385390081395,17009,0.811,5,6,"Diefenbaker","",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,9.69245844907977,0,0,0,0,0,0,0.801,4,0,0,0,"Canada","North America",0,0,1,0,0,0,0,0,0,0.115791542307473,0.923913043478261,4427,0,0.0670119383476954
20,1963,1337,71.3670731707317,16.739424544265,0,0,0,3.00953354797025,17540,0.816,0,1,"Pearson","",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,9.74149848263796,1,0,0,0,0,0,0.811,5,0,0,0,"Canada","North America",0,0,0,0,0,0,0,0,0,0.121335156522286,0.870967741935484,4535.8999,0,0.0693916153105403
20,1964,1338,71.3807317073171,16.7580530035315,0,0,0,3.00138305079885,18334,0.816,1,2,"Pearson","",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,9.77223983605144,0,0,0,0,0,0,0.816,0,0,0,0,"Canada","North America",0,0,0,0,0,0,0,0,0,0.125086186081146,1,5271.3999,0,0.0654272441804613
20,1965,1339,71.7763414634146,16.7769101529552,0,0,0,2.89294314282733,19205,0.816,2,3,"Pearson","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9.81651308395628,0,0,0,0,0,0,0.816,1,0,0,0,"Canada","North America",0,0,0,0,0,0,0,0,0,0.150603204723634,0.8875,6153.7002,0,0.0716752486119917
20,1966,1340,71.8721951219512,16.795011818916,0,0,0,2.88647316655834,20073,0.815,3,4,"Pearson","",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9.8629264614776,0,0,0,0,0,0,0.816,2,0,0,0,"Canada","North America",0,0,0,0,0,0,0,0,0,0.157260528239244,0.93,7265.2998,0,0.0719295669789842
20,1967,1341,72.0043902439024,16.8136399566168,0,0,0,2.49355843567419,20315,0.815,4,5,"Pearson","",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9.90713140563244,0,0,0,0,0,0,0.815,3,0,0,0,"Canada","North America",0,0,0,0,0,0,0,0,0,0.193539726834164,0.9035088,8168.5,0,0.0748019845669302
20,1968,1342,72.2078048780488,16.8316335216559,0,0,0,2.29478045696343,21051,0.813,0,1,"Trudeau","",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,9.91911530066881,0,0,0,0,0,0,0.815,4,0,0,0,"Canada","North America",0,0,1,0,0,0,0,0,0,0.218263852149473,0.7843137,9218.0996,0,0.0823806723324994
20,1969,1343,72.3534146341463,16.8477676066827,0,0,0,2.02590659102209,21847,0.811,1,2,"Trudeau","",0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,9.9547038189571,1,0,0,0,0,0,0.813,0,0,0,0,"Canada","North America",0,0,0,0,0,0,0,0,0,0.245652341353834,0.8837209,10498.3,0,0.0803213148911887
20,1970,1344,72.5014634146341,16.861365441397,0,0,0,2.05161580574706,22100,0.819,2,3,"Trudeau","",0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,9.99181934905474,0,0,0,0,0,0,0.811,1,0,0,0,"Canada","North America",0,0,0,0,0,0,0,0,0,0.251295767242638,0.8731343,10411,0,0.0806388702939046
20,1971,1345,72.7004878048781,16.8753437573937,0,27,0,3.52284701615951,23041,0.825,3,4,"Trudeau","",0,0,0,0,0,0,0,0,0,0,4,0,1,0,1,10.0033333399944,0,0,0,0,0,0,0.819,2,0,0,0,"Canada","North America",0,0,0,0,0,0,0,0,0,1.09812393243694,0.7966102,11935.5,0,0.0875526021322316
20,1972,1346,73.0292682926829,16.9048257026563,0,0,0,1.00433409975172,23977,0.825,4,5,"Trudeau","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0450309506546,0,0,0,0,0,0,0.825,3,0,0,0,"Canada","North America",0,0,0,0,0,0,0,0,0,0.353741752410617,0.84,14361.1,0,0.0906996961117787
20,1973,1347,72.9339024390244,16.9164341683162,0,25.5,0,1.06453521980853,25383,0.827,5,6,"Trudeau","",0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,10.084850733568,0,0,0,0,0,0,0.825,4,0,0,0,"Canada","North America",0,1,1,1,0,0,0,0,0,1.23951673055296,0.7197802,18163.1,0,0.106225466806969
20,1974,1348,73.1626829268293,16.9286603341534,0,0,0,1.23769013697317,26058,0.82,6,7,"Trudeau","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.141835331557,0,1,1,0,0,0,0.827,5,0,0,0,"Canada","North America",0,0,0,0,0,1,0,0,0,0.345144767221904,0.7534247,23814,0,0.118953789114911
20,1975,1349,73.2375609756098,16.9426205508399,0,25,0,1.30084561456203,26261,0.822,7,8,"Trudeau","",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,10.1680804855221,0,0,0,1,1,0,0.82,6,0,0,0,"Canada","North America",0,0,0,0,0,0,1,0,0,1.21997326908146,0.7536232,25381.199,0,0.123249746958647
20,1976,1350,73.5217073170732,16.957214799966,0,0,0,1.17286878649581,27338,0.822,8,9,"Trudeau","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10.1758406086556,0,0,0,0,0,0,0.822,7,0,0,0,"Canada","North America",0,0,0,0,0,0,0,1,0,0.367475095184223,0.6882353,28739.699,0,0.137299295667365
20,1977,1351,73.8560975609756,16.9703728656162,0,24.5,0,1.22322060350382,27928,0.822,9,10,"Trudeau","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.2160333205037,0,0,0,0,0,0,0.822,8,0,0,0,"Canada","North America",0,0,0,0,0,0,0,0,1,1.23542943576531,0.8426966,30819.801,0,0.132951590742854
20,1978,1352,74.2156097560976,16.9820754343896,0,0,0,1.04839207569338,28768,0.822,10,11,"Trudeau","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.2373854068484,0,0,0,0,0,1,0.822,9,0,0,0,"Canada","North America",0,0,0,0,0,0,0,0,0,0.406275350694404,0.8467742,33984.699,0,0.142173420590631
20,1979,1353,74.529756097561,16.9920300038295,0,24.4,0,1.04260724229025,29668,0.824,0,1,"Clark","",0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,10.2670192848797,0,0,0,0,0,0,0.822,10,0,0,0,"Canada","North America",0,1,1,0,0,0,0,0,0,1.2736054725554,0.822314,42467.699,0,0.171795035262614
20,1980,1354,74.8663414634146,17.0019269911578,0,0,0,1.34247221544816,29680,0.825,0,1,"Trudeau","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.2978246399199,1,0,1,0,0,0,0.824,0,0,0,0,"Canada","North America",0,0,0,0,0,1,0,0,0,0.412219104964406,0.8137255,45321.398,0,0.18261782546222
20,1981,1355,75.1021951219512,17.0148229409372,0,24.3,0,1.29813756189509,30224,0.825,1,2,"Trudeau","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.2982290342085,0,0,0,1,1,0,0.825,0,0,0,0,"Canada","North America",0,0,0,0,0,0,1,0,0,1.27632218595245,0.6992481,49746.898,0,0.209224513255074
20,1982,1356,75.4978048780488,17.0271569134802,96.09216,24.5,0,1.40336695590179,28953,0.826,2,3,"Trudeau","",0,0,0,0,4,2,1,0,1,4,0,0,1,0,1,10.3163919206041,0,0,0,0,0,0,0.825,1,0,0,0,"Canada","North America",0,1,1,1,0,0,0,1,0,2.25114466605422,0.6424051,42371.699,0,0.186193498981379
20,1983,1357,75.7251219512195,17.0390531568832,95.82713,0,0,1.20045432152795,29500,0.826,3,4,"Trudeau","",0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,10.2734294499625,4,1,2,0,0,0,0.826,2,0,0,0,"Canada","North America",0,0,0,0,0,1,0,0,1,1.41642973231928,0.6778523,48627.102,0,0.206764303089788
20,1984,1358,76.0604878048781,17.0489380325508,95.25873,25,0,1.15424295260217,30896,0.833,0,1,"Mulroney","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.2921458813109,0,0,0,2,2,1,0.826,3,0,0,0,"Canada","North America",0,0,0,0,0,0,1,0,0,2.30281812783224,0.6390728,57898.301,0,0.248588648473565
20,1985,1359,76.3319512195122,17.0583783797075,95.10443,24.9,0,1.12223086189142,32266,0.831,1,2,"Mulroney","",0,0,0,0,1,2,1,0,1,2,1,0,0,0,0,10.3383823283347,0,0,0,0,0,0,0.833,0,0,0,0,"Canada","North America",0,1,1,1,0,0,0,1,0,2.31170223098454,0.6546053,59464.898,0,0.253853128800553
20,1986,1360,76.3273170731707,17.0675161224578,95.41775,23.7,0,1.18768941389544,32782,0.831,2,3,"Mulroney","",0,0,0,0,1,1,1,0,1,2,0,0,0,0,0,10.3817696331498,1,1,2,0,0,0,0.831,1,0,0,0,"Canada","North America",0,1,1,1,0,1,0,0,1,2.26919453705273,0.615894,61223.898,0,0.265572810004804
20,1987,1361,76.4639024390244,17.0774565239603,95.48426,23.8,0,1.34430576244824,33674,0.831,3,4,"Mulroney","",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,10.3976351682947,1,1,1,2,2,2,0.831,2,0,0,0,"Canada","North America",0,0,0,0,0,1,1,0,0,2.26850451145772,0.5964286,65590.797,0,0.287561463504597
20,1988,1362,76.7787804878049,17.0906382017728,95.48272,23.5,0,1.32275788956412,34860,0.831,4,5,"Mulroney","",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,10.4244816021827,0,0,0,1,1,0,0.831,3,0,0,0,"Canada","North America",0,0,1,0,0,0,1,1,0,2.27332259015131,0.5568182,77495.43,0,0.349919252978825
20,1989,1363,76.8587804878049,17.1036044506675,95.72394,23.2,0,1.82031916068253,35073,0.83,5,6,"Mulroney","",0,0,0,0,2,1,0,0,0,2,1,0,0,0,0,10.4590956059357,1,0,0,0,0,0,0.831,4,0,0,0,"Canada","North America",0,1,1,0,0,0,0,1,1,2.23381651640596,0.5219298,82004.445,0,0.377129791598878
20,1990,1364,77.1248780487805,17.12154638581,95.73245,23.5,0,1.53377878295106,34641,0.83,6,7,"Mulroney","",0,0,0,0,0,0,0,0,0,0,1,6,2,0,1,10.4651871677945,2,0,1,0,0,2,0.83,5,0,0,0,"Canada","North America",0,0,0,0,0,1,0,0,1,2.27787913639725,0.5535714,82777.609,0,0.377372782409467
20,1991,1365,77.4365853658537,17.136622992533,98.30903,23.7,10.32,1.2923694197517,33499,0.83,7,8,"Mulroney","",0,0,0,0,1,0,0,0,1,1,2,2,0,0,1,10.4527935192952,0,0,0,1,1,1,0.83,6,0,1,0,"Canada","North America",0,0,1,0,0,0,1,0,0,3.02892882207975,0.5833333,82527.648,0,0.372540989048411
20,1992,1366,77.5934146341464,17.1490506048418,98.06502,23.6,11.2,1.53154485269073,33403,0.826,8,9,"Mulroney","",0,0,0,0,2,0,0,0,0,2,2,1,0,0,0,10.4192711651377,1,0,0,0,0,0,0.83,7,0,1,0,"Canada","North America",0,0,1,0,0,0,0,1,0,3.07180853950534,0.5684932,87223.477,0,0.398838914355997
